"ukhoc","2.0.0","1948-11-08","1948-11-08"
"ukhoc","2.0.0","1950-10-25","1950-10-25"
"ukhoc","2.0.0","1950-11-20","1950-11-20"
"ukhoc","2.0.0","1951-12-06","1951-12-06"
"ukhoc","2.0.0","1954-11-03","1954-11-03"
"ukhoc","2.0.0","1957-11-06","1957-11-06"
"ukhoc","2.0.0","1957-12-18","1957-12-18"
"ukhoc","2.0.0","1960-02-08","1960-02-08"
"ukhoc","2.0.0","1960-02-10","1960-02-10"
"ukhoc","2.0.0","1960-05-30","1960-05-30"
"ukhoc","2.0.0","1960-10-25","1960-10-25"
"ukhoc","2.0.0","1960-11-02","1960-11-02"
"ukhoc","2.0.0","1963-08-01","1963-08-01"
"ukhoc","2.0.0","1965-10-27","1965-10-27"
"ukhoc","2.0.0","1966-12-14","1966-12-14"
"ukhoc","2.0.0","1967-10-24","1967-10-24"
"ukhoc","2.0.0","1967-11-14","1967-11-14"
"ukhoc","2.0.0","1967-12-06","1967-12-06"
"ukhoc","2.0.0","1967-12-12","1967-12-12"
"ukhoc","2.0.0","1967-12-14","1967-12-14"
"ukhoc","2.0.0","1968-02-22","1968-02-22"
"ukhoc","2.0.0","1968-10-24","1968-10-24"
"ukhoc","2.0.0","1968-11-12","1968-11-12"
"ukhoc","2.0.0","1968-12-19","1968-12-19"
"ukhoc","2.0.0","1969-10-21","1969-10-21"
"ukhoc","2.0.0","1970-11-23","1970-11-23"
"ukhoc","2.0.0","1971-01-21","1971-01-21"
"ukhoc","2.0.0","1971-03-08","1971-03-08"
"ukhoc","2.0.0","1971-04-07","1971-04-07"
"ukhoc","2.0.0","1971-07-16","1971-07-16"
"ukhoc","2.0.0","1971-11-16","1971-11-16"
"ukhoc","2.0.0","1971-11-24","1971-11-24"
"ukhoc","2.0.0","1972-08-08","1972-08-08"
"ukhoc","2.0.0","1972-12-18","1972-12-18"
"ukhoc","2.0.0","1973-11-20","1973-11-20"
"ukhoc","2.0.0","1974-04-04","1974-04-04"
"ukhoc","2.0.0","1974-04-09","1974-04-09"
"ukhoc","2.0.0","1974-11-15","1974-11-15"
"ukhoc","2.0.0","1975-01-14","1975-01-14"
"ukhoc","2.0.0","1975-02-10","1975-02-10"
"ukhoc","2.0.0","1975-11-03","1975-11-03"
"ukhoc","2.0.0","1975-11-20","1975-11-20"
"ukhoc","2.0.0","1975-12-02","1975-12-02"
"ukhoc","2.0.0","1976-01-27","1976-01-27"
"ukhoc","2.0.0","1976-02-24","1976-02-24"
"ukhoc","2.0.0","1976-07-23","1976-07-23"
"ukhoc","2.0.0","1976-12-20","1976-12-20"
"ukhoc","2.0.0","1977-02-02","1977-02-02"
"ukhoc","2.0.0","1979-06-25","1979-06-25"
"ukhoc","2.0.0","1979-06-26","1979-06-26"
"ukhoc","2.0.0","1979-07-02","1979-07-02"
"ukhoc","2.0.0","1979-07-26","1979-07-26"
"ukhoc","2.0.0","1979-10-31","1979-10-31"
"ukhoc","2.0.0","1980-01-17","1980-01-17"
"ukhoc","2.0.0","1980-01-31","1980-01-31"
"ukhoc","2.0.0","1980-10-30","1980-10-30"
"ukhoc","2.0.0","1981-06-16","1981-06-16"
"ukhoc","2.0.0","1982-07-19","1982-07-19"
"ukhoc","2.0.0","1982-12-21","1982-12-21"
"ukhoc","2.0.0","1983-03-30","1983-03-30"
"ukhoc","2.0.0","1983-11-11","1983-11-11"
"ukhoc","2.0.0","1983-11-25","1983-11-25"
"ukhoc","2.0.0","1983-12-14","1983-12-14"
"ukhoc","2.0.0","1984-03-27","1984-03-27"
"ukhoc","2.0.0","1985-05-23","1985-05-23"
"ukhoc","2.0.0","1986-02-27","1986-02-27"
"ukhoc","2.0.0","1986-03-25","1986-03-25"
"ukhoc","2.0.0","1986-11-12","1986-11-12"
"ukhoc","2.0.0","1988-07-13","1988-07-13"
"ukhoc","2.0.0","1989-05-26","1989-05-26"
"ukhoc","2.0.0","1990-02-01","1990-02-01"
"ukhoc","2.0.0","1990-02-21","1990-02-21"
"ukhoc","2.0.0","1990-10-19","1990-10-19"
"ukhoc","2.0.0","1990-10-24","1990-10-24"
"ukhoc","2.0.0","1990-10-25","1990-10-25"
"ukhoc","2.0.0","1991-01-22","1991-01-22"
"ukhoc","2.0.0","1991-06-26","1991-06-26"
"ukhoc","2.0.0","1991-07-18","1991-07-18"
"ukhoc","2.0.0","1991-11-08","1991-11-08"
"ukhoc","2.0.0","1992-06-30","1992-06-30"
"ukhoc","2.0.0","1993-11-04","1993-11-04"
"ukhoc","2.0.0","1994-03-09","1994-03-09"
"ukhoc","2.0.0","1994-07-11","1994-07-11"
"ukhoc","2.0.0","1994-07-12","1994-07-12"
"ukhoc","2.0.0","1994-11-24","1994-11-24"
"ukhoc","2.0.0","1995-02-23","1995-02-23"
"ukhoc","2.0.0","1995-04-20","1995-04-20"
"ukhoc","2.0.0","1995-07-17","1995-07-17"
"ukhoc","2.0.0","1995-11-02","1995-11-02"
"ukhoc","2.0.0","1995-11-06","1995-11-06"
"ukhoc","2.0.0","1995-11-07","1995-11-07"
"ukhoc","2.0.0","1995-12-19","1995-12-19"
"ukhoc","2.0.0","1996-03-11","1996-03-11"
"ukhoc","2.0.0","1996-12-17","1996-12-17"
"ukhoc","2.0.0","1997-03-19","1997-03-19"
"ukhoc","2.0.0","1997-03-20","1997-03-20"
"ukhoc","2.0.0","1997-07-08","1997-07-08"
"ukhoc","2.0.0","1997-07-15","1997-07-15"
"ukhoc","2.0.0","1997-07-18","1997-07-18"
"ukhoc","2.0.0","1997-07-25","1997-07-25"
"ukhoc","2.0.0","1997-10-28","1997-10-28"
"ukhoc","2.0.0","1997-11-10","1997-11-10"
"ukhoc","2.0.0","1997-12-17","1997-12-17"
"ukhoc","2.0.0","1998-06-04","1998-06-04"
"ukhoc","2.0.0","1998-11-17","1998-11-17"
"ukhoc","2.0.0","1999-10-25","1999-10-25"
"ukhoc","2.0.0","2000-04-11","2000-04-11"
"ukhoc","2.0.0","2001-01-15","2001-01-15"
"ukhoc","2.0.0","2001-01-17","2001-01-17"
"ukhoc","2.0.0","2001-03-22","2001-03-22"
"ukhoc","2.0.0","2001-03-29","2001-03-29"
"ukhoc","2.0.0","2001-05-02","2001-05-02"
"ukhoc","2.0.0","2001-07-05","2001-07-05"
"ukhoc","2.0.0","2001-11-15","2001-11-15"
"ukhoc","2.0.0","2002-01-08","2002-01-08"
"ukhoc","2.0.0","2002-05-14","2002-05-14"
"ukhoc","2.0.0","2002-07-22","2002-07-22"
"ukhoc","2.0.0","2002-10-29","2002-10-29"
"ukhoc","2.0.0","2003-01-09","2003-01-09"
"ukhoc","2.0.0","2003-01-23","2003-01-23"
"ukhoc","2.0.0","2003-01-27","2003-01-27"
"ukhoc","2.0.0","2003-05-12","2003-05-12"
"ukhoc","2.0.0","2003-06-26","2003-06-26"
"ukhoc","2.0.0","2003-09-11","2003-09-11"
"ukhoc","2.0.0","2003-10-15","2003-10-15"
"ukhoc","2.0.0","2004-01-29","2004-01-29"
"ukhoc","2.0.0","2004-05-12","2004-05-12"
"ukhoc","2.0.0","2004-06-07","2004-06-07"
"ukhoc","2.0.0","2004-10-26","2004-10-26"
"ukhoc","2.0.0","2004-12-02","2004-12-02"
"ukhoc","2.0.0","2005-01-26","2005-01-26"
"ukhoc","2.0.0","2005-07-13","2005-07-13"
"ukhoc","2.0.0","2006-06-27","2006-06-27"
"ukhoc","2.0.0","2006-11-01","2006-11-01"
"ukhoc","2.0.0","2007-03-28","2007-03-28"
"ukhoc","2.0.0","2007-07-04","2007-07-04"
"ukhoc","2.0.0","2007-07-25","2007-07-25"
"ukhoc","2.0.0","2007-10-25","2007-10-25"
"ukhoc","2.0.0","2008-03-11","2008-03-11"
"ukhoc","2.0.0","2008-07-17","2008-07-17"
"ukhoc","2.0.0","2008-10-28","2008-10-28"
"ukhoc","2.0.0","2008-11-12","2008-11-12"
"ukhoc","2.0.0","2008-11-25","2008-11-25"
"ukhoc","2.0.0","2009-01-22","2009-01-22"
"ukhoc","2.0.0","2009-02-09","2009-02-09"
"ukhoc","2.0.0","2009-03-03","2009-03-03"
"ukhoc","2.0.0","2009-04-30","2009-04-30"
"ukhoc","2.0.0","2009-05-20","2009-05-20"
"ukhoc","2.0.0","2009-06-25","2009-06-25"
"ukhoc","2.0.0","2010-01-13","2010-01-13"
"ukhoc","2.0.0","2010-02-22","2010-02-22"
"ukhoc","2.0.0","2010-03-04","2010-03-04"
"ukhoc","2.0.0","2010-06-07","2010-06-07"
"ukhoc","2.0.0","2010-06-15","2010-06-15"
"ukhoc","2.0.0","2010-12-02","2010-12-02"
"ukhoc","2.0.0","2011-07-07","2011-07-07"
"ukhoc","2.0.0","2011-11-30","2011-11-30"
"ukhoc","2.0.0","2011-12-14","2011-12-14"
"ukhoc","2.0.0","2012-01-19","2012-01-19"
"ukhoc","2.0.0","2012-03-12","2012-03-12"
"ukhoc","2.0.0","2012-07-11","2012-07-11"
"ukhoc","2.0.0","2012-07-16","2012-07-16"
"ukhoc","2.0.0","2013-03-20","2013-03-20"
"ukhoc","2.0.0","2013-04-23","2013-04-23"
"ukhoc","2.0.0","2013-06-17","2013-06-17"
"ukhoc","2.0.0","2013-12-02","2013-12-02"
"ukhoc","2.0.0","2014-05-08","2014-05-08"
"ukhoc","2.0.0","2015-02-24","2015-02-24"
"ukhoc","2.0.0","2015-03-10","2015-03-10"
"ukhoc","2.0.0","2015-03-17","2015-03-17"
"ukhoc","2.0.0","2015-06-03","2015-06-03"
"ukhoc","2.0.0","2015-10-22","2015-10-22"
"ukhoc","2.0.0","2015-10-28","2015-10-28"
"ukhoc","2.0.0","2016-10-11","2016-10-11"
"ukhoc","2.0.0","2017-01-24","2017-01-24"
"ukhoc","2.0.0","2017-03-07","2017-03-07"
"ukhoc","2.0.0","2017-07-04","2017-07-04"
"ukhoc","2.0.0","2017-09-12","2017-09-12"
"ukhoc","2.0.0","2018-02-20","2018-02-20"
"ukhoc","2.0.0","2018-07-19","2018-07-19"
"ukhoc","2.0.0","2018-11-27","2018-11-27"
"ukhoc","2.0.0","2019-01-07","2019-01-07"
"ukhoc","2.0.0","2019-11-05","2019-11-05"
